order_id,product_id,product_name,category,quantity,price,order_date,customer_id,customer_name
8778,103,Product C,Category 2,14,30.0,2023-10-08,1736,Emily George
5792,101,Product A,Category 1,11,10.0,2023-09-18,1502,Jessica Young
2352,102,Product B,Category 1,11,20.0,2023-04-08,1071,Carl Evans
4952,101,Product A,Category 1,14,10.0,2023-02-17,1057,Larry Clark
3763,104,Product D,Category 2,11,40.0,2023-01-10,1504,David Morgan
8748,103,Product C,Category 2,2,30.0,2023-03-25,1397,Shannon Molina
6842,101,Product A,Category 1,2,10.0,2023-08-02,1952,Michael Perez
4637,104,Product D,Category 2,6,40.0,2023-11-26,1768,Thomas Cole
3411,103,Product C,Category 2,1,30.0,2023-05-12,1741,Amy Sanchez
7238,102,Product B,Category 1,10,20.0,2023-01-12,1655,Heather Anderson
6677,102,Product B,Category 1,13,20.0,2023-05-06,1590,Frederick Hicks
4461,101,Product A,Category 1,14,10.0,2023-04-17,1624,Yvette Jackson
3546,104,Product D,Category 2,2,40.0,2023-05-20,1556,Anne Smith
3977,104,Product D,Category 2,9,40.0,2023-06-29,1819,Michele Hamilton
6405,102,Product B,Category 1,7,20.0,2023-02-03,1449,Joshua Reyes
1504,104,Product D,Category 2,13,40.0,2023-11-09,1540,Tina Thompson
9479,104,Product D,Category 2,5,40.0,2023-08-01,1842,Christopher Martin
2192,104,Product D,Category 2,1,40.0,2023-02-16,1416,Holly Graves
2837,102,Product B,Category 1,3,20.0,2023-07-31,1893,Lisa Glover
2706,101,Product A,Category 1,4,10.0,2023-11-21,1946,David Ashley
5838,103,Product C,Category 2,7,30.0,2023-05-18,1962,Kaitlyn Douglas
4187,101,Product A,Category 1,8,10.0,2023-02-02,1387,Gregory Phelps
9956,101,Product A,Category 1,1,10.0,2023-06-15,1704,David Sanders
952,101,Product A,Category 1,13,10.0,2023-01-19,1220,Julie Kim
494,101,Product A,Category 1,13,10.0,2023-01-07,1155,Mark Sanchez
2689,103,Product C,Category 2,11,30.0,2023-09-19,1476,Mary Robinson
5459,101,Product A,Category 1,5,10.0,2023-04-04,1207,Ashley Powell
5728,101,Product A,Category 1,3,10.0,2023-07-08,1827,Sharon Summers
8854,103,Product C,Category 2,9,30.0,2023-03-12,1706,Susan Adams
358,101,Product A,Category 1,10,10.0,2023-06-13,1923,Jessica Martin
6396,101,Product A,Category 1,9,10.0,2023-01-10,1268,Katelyn Abbott
567,101,Product A,Category 1,8,10.0,2023-09-22,1372,Ashley Campbell
5683,101,Product A,Category 1,4,10.0,2023-09-03,1561,Sean Rivera
2530,103,Product C,Category 2,3,30.0,2023-07-29,1192,Alicia Reynolds
5427,102,Product B,Category 1,9,20.0,2023-04-02,1043,Danielle Bell
964,101,Product A,Category 1,3,10.0,2023-06-29,1956,Mrs. Sonya Jacobs MD
1862,104,Product D,Category 2,15,40.0,2023-11-08,1625,Timothy Marshall
6215,104,Product D,Category 2,14,40.0,2023-09-23,1436,Mary Howard
3119,102,Product B,Category 1,9,20.0,2023-04-12,1489,Renee Hines
8543,102,Product B,Category 1,13,20.0,2023-11-13,1208,Lisa Smith
9389,104,Product D,Category 2,11,40.0,2023-10-22,1155,Mark Sanchez
473,102,Product B,Category 1,4,20.0,2023-05-05,1115,Matthew Duke
2224,103,Product C,Category 2,15,30.0,2023-12-10,1363,Sylvia Williams
2507,102,Product B,Category 1,5,20.0,2023-10-06,1361,Steven Gray
3981,104,Product D,Category 2,14,40.0,2023-05-15,1937,Cody Miles
5231,102,Product B,Category 1,3,20.0,2023-02-14,1166,Emma Sosa
2912,103,Product C,Category 2,2,30.0,2023-07-24,1356,Chris Kelley
1478,101,Product A,Category 1,7,10.0,2023-12-07,1181,Tammy Flores
5488,103,Product C,Category 2,2,30.0,2023-09-05,1684,Ronald Hamilton
2470,101,Product A,Category 1,15,10.0,2023-05-23,1196,Steven Simon
4716,103,Product C,Category 2,3,30.0,2023-08-08,1710,Nicole Caldwell
4448,104,Product D,Category 2,13,40.0,2023-03-07,1421,Miss Mary Williams
9722,104,Product D,Category 2,12,40.0,2023-09-25,1961,Nicholas Gutierrez
9456,101,Product A,Category 1,13,10.0,2023-10-15,1629,Alexander Ramirez
3978,102,Product B,Category 1,10,20.0,2023-12-15,1691,Brent Glenn
8682,102,Product B,Category 1,15,20.0,2023-07-14,1490,Robert Bishop
7151,101,Product A,Category 1,5,10.0,2023-03-25,1118,Heather Proctor
5552,102,Product B,Category 1,9,20.0,2023-06-02,1102,Nathaniel Noble
9131,103,Product C,Category 2,3,30.0,2023-06-09,1086,Angela Cunningham
2773,104,Product D,Category 2,5,40.0,2023-03-31,1327,James Stephens
496,101,Product A,Category 1,9,10.0,2023-11-13,1085,Virginia Smith
3561,101,Product A,Category 1,7,10.0,2023-02-26,1116,Mathew Morris
7511,103,Product C,Category 2,15,30.0,2023-10-04,1962,Kaitlyn Douglas
8512,102,Product B,Category 1,6,20.0,2023-11-12,1180,Joshua Raymond
6559,102,Product B,Category 1,2,20.0,2023-11-21,1459,Jacob White
5772,102,Product B,Category 1,1,20.0,2023-01-09,1229,Andrew Franklin
2386,102,Product B,Category 1,4,20.0,2023-07-13,1109,Erik Roberts
5605,101,Product A,Category 1,3,10.0,2023-11-26,1206,Sheila Perez
1520,104,Product D,Category 2,10,40.0,2023-05-11,1102,Nathaniel Noble
1608,104,Product D,Category 2,7,40.0,2023-01-22,1414,Amanda Wilson
1115,102,Product B,Category 1,12,20.0,2023-03-21,1643,Randy Ford
9401,102,Product B,Category 1,7,20.0,2023-06-18,1065,Dr. Amber Flores
1000,103,Product C,Category 2,1,30.0,2023-05-16,1598,Donna Li
4604,104,Product D,Category 2,4,40.0,2023-09-04,1873,April Jacobs
5346,103,Product C,Category 2,5,30.0,2023-04-05,1417,Courtney Haley
3074,101,Product A,Category 1,15,10.0,2023-04-07,1335,Anna Johnson
3089,104,Product D,Category 2,6,40.0,2023-10-28,1242,Lisa Choi
4382,103,Product C,Category 2,3,30.0,2023-07-22,1157,Christine Chase
6399,104,Product D,Category 2,5,40.0,2023-04-26,1461,Julie Jensen
9349,104,Product D,Category 2,5,40.0,2023-10-17,1251,Christina Clark
2381,101,Product A,Category 1,6,10.0,2023-03-29,1176,Christina Wagner
5977,103,Product C,Category 2,5,30.0,2023-11-25,1629,Alexander Ramirez
6210,103,Product C,Category 2,7,30.0,2023-04-16,1152,Timothy Schultz
5773,103,Product C,Category 2,4,30.0,2023-02-15,1906,Brittany Morgan
7966,103,Product C,Category 2,12,30.0,2023-12-10,1885,Dustin Anderson
9073,103,Product C,Category 2,10,30.0,2023-06-23,1096,Jaime Young
6237,103,Product C,Category 2,12,30.0,2023-11-25,1621,Samuel Johnston
8575,104,Product D,Category 2,15,40.0,2023-07-10,1749,Scott Wright
2946,101,Product A,Category 1,3,10.0,2023-08-30,1844,Sarah Smith
4679,102,Product B,Category 1,2,20.0,2023-08-20,1520,Angela Moreno
9887,102,Product B,Category 1,7,20.0,2023-03-31,1044,Jasmine Huynh
4854,101,Product A,Category 1,10,10.0,2023-10-20,1364,Andrew Gibson
7148,102,Product B,Category 1,7,20.0,2023-01-28,1950,Gregory Dickerson
8802,102,Product B,Category 1,5,20.0,2023-03-25,1773,Steven Mcdonald
2420,101,Product A,Category 1,4,10.0,2023-03-01,1533,Julie Richardson
151,101,Product A,Category 1,4,10.0,2023-04-18,1305,Jennifer Gordon
6347,102,Product B,Category 1,13,20.0,2023-09-16,1348,Wendy Small
6747,101,Product A,Category 1,15,10.0,2023-08-05,1844,Sarah Smith
2550,101,Product A,Category 1,5,10.0,2023-04-16,1749,Scott Wright
1956,101,Product A,Category 1,15,10.0,2023-04-19,1138,Ashley Moore
658,102,Product B,Category 1,1,20.0,2023-02-07,1661,Jamie Murphy
6055,104,Product D,Category 2,11,40.0,2023-12-29,1541,Bianca Sutton
6255,101,Product A,Category 1,12,10.0,2023-12-06,1786,Linda Salinas
5503,101,Product A,Category 1,15,10.0,2023-07-17,1613,Philip Bowen
4920,102,Product B,Category 1,3,20.0,2023-06-25,1055,Jennifer Giles
4523,101,Product A,Category 1,8,10.0,2023-06-20,1747,Sherri Green
6117,102,Product B,Category 1,4,20.0,2023-11-14,1555,Christopher Dawson DVM
116,101,Product A,Category 1,4,10.0,2023-01-31,1231,Marissa Carlson MD
1163,102,Product B,Category 1,3,20.0,2023-12-09,1649,Kimberly Hernandez
3799,103,Product C,Category 2,7,30.0,2023-12-13,1518,Luis Keller
4644,104,Product D,Category 2,3,40.0,2023-12-06,1354,Tiffany Franklin
5191,103,Product C,Category 2,6,30.0,2023-08-03,1532,Meagan Contreras
2870,101,Product A,Category 1,3,10.0,2023-05-24,1167,Joseph Mccarty
5325,102,Product B,Category 1,11,20.0,2023-01-28,1772,Eric White
3692,104,Product D,Category 2,7,40.0,2023-09-24,1178,Connie Garcia
8787,103,Product C,Category 2,13,30.0,2023-12-04,1260,Patricia Franklin
9155,102,Product B,Category 1,9,20.0,2023-12-11,1830,Oscar Palmer
144,101,Product A,Category 1,8,10.0,2023-02-25,1225,Dustin Bird
7173,104,Product D,Category 2,10,40.0,2023-12-23,1938,Mark Carlson
9275,101,Product A,Category 1,6,10.0,2023-04-15,1193,Kendra Johns
6272,103,Product C,Category 2,6,30.0,2023-10-03,1743,Roy Ryan
8283,102,Product B,Category 1,13,20.0,2023-10-18,1145,James Bauer
7603,102,Product B,Category 1,8,20.0,2023-10-18,1849,Bryan Cole
1374,104,Product D,Category 2,5,40.0,2023-03-22,1933,Tracy Fields
4439,102,Product B,Category 1,4,20.0,2023-07-11,1213,William Yates
4141,101,Product A,Category 1,10,10.0,2023-01-12,1992,Kathleen Manning
2491,103,Product C,Category 2,15,30.0,2023-05-02,1789,Jennifer Edwards
5713,102,Product B,Category 1,4,20.0,2023-04-20,1493,Mary Ferguson
8732,102,Product B,Category 1,10,20.0,2023-03-23,1085,Virginia Smith
2171,104,Product D,Category 2,11,40.0,2023-05-13,1334,Jennifer Burch
7884,104,Product D,Category 2,4,40.0,2023-07-16,1306,Jim Gregory
3387,103,Product C,Category 2,14,30.0,2023-02-02,1251,Christina Clark
9100,102,Product B,Category 1,8,20.0,2023-07-16,1207,Ashley Powell
6132,104,Product D,Category 2,14,40.0,2023-03-27,1122,Kristopher Lee
5845,102,Product B,Category 1,5,20.0,2023-11-20,1101,Evan Mitchell
547,102,Product B,Category 1,4,20.0,2023-08-19,1310,Regina Turner
7897,101,Product A,Category 1,12,10.0,2023-03-12,1247,Cory Allen
6854,101,Product A,Category 1,5,10.0,2023-04-24,1054,Crystal Chang
4599,101,Product A,Category 1,2,10.0,2023-09-03,1202,Joseph Stevens
3850,103,Product C,Category 2,11,30.0,2023-03-30,1752,Tammy Parrish
7057,102,Product B,Category 1,8,20.0,2023-05-04,1233,Robert Hahn
3025,104,Product D,Category 2,5,40.0,2023-06-25,1578,Robert Green
4329,102,Product B,Category 1,11,20.0,2023-09-23,1046,Zachary Gonzales
8165,101,Product A,Category 1,9,10.0,2023-05-09,1451,Ashley Silva
5986,102,Product B,Category 1,13,20.0,2023-01-17,1020,Matthew Russell
333,102,Product B,Category 1,10,20.0,2023-12-03,1894,Jamie Mcguire
5572,102,Product B,Category 1,10,20.0,2023-02-01,1349,Teresa Chung
8803,102,Product B,Category 1,15,20.0,2023-02-22,1177,Anthony Brown
1114,101,Product A,Category 1,6,10.0,2023-10-04,1165,Ryan Rodriguez
7145,101,Product A,Category 1,8,10.0,2023-08-05,1385,Mrs. Brandi Shaw
4725,104,Product D,Category 2,5,40.0,2023-07-18,1568,Sarah Harper
9049,101,Product A,Category 1,5,10.0,2023-12-08,1336,Michael Richard
3212,102,Product B,Category 1,11,20.0,2023-01-29,1506,Summer Stevens
4828,101,Product A,Category 1,6,10.0,2023-05-11,1129,Mary Ray
3190,101,Product A,Category 1,5,10.0,2023-01-29,1689,Nicholas Dalton
2586,103,Product C,Category 2,10,30.0,2023-03-13,1001,Laura Brooks
8660,104,Product D,Category 2,1,40.0,2023-01-14,1847,Paul Smith
8704,101,Product A,Category 1,7,10.0,2023-06-04,1540,Tina Thompson
8868,101,Product A,Category 1,3,10.0,2023-07-25,1662,Tracy Leach
4926,102,Product B,Category 1,4,20.0,2023-02-22,1541,Bianca Sutton
5703,101,Product A,Category 1,1,10.0,2023-10-19,1005,Jesse Gonzalez
381,101,Product A,Category 1,14,10.0,2023-08-28,1755,Jessica Craig
8271,101,Product A,Category 1,3,10.0,2023-08-17,1469,Michael Jones
6725,104,Product D,Category 2,5,40.0,2023-07-19,1595,Belinda Santos
4949,103,Product C,Category 2,8,30.0,2023-11-27,1316,Stacey Miller
8228,102,Product B,Category 1,4,20.0,2023-03-14,1356,Chris Kelley
7606,101,Product A,Category 1,7,10.0,2023-07-25,1229,Andrew Franklin
8774,102,Product B,Category 1,4,20.0,2023-03-25,1378,Audrey Davis
4,101,Product A,Category 1,7,10.0,2023-08-05,1443,Shannon Garcia
9485,101,Product A,Category 1,10,10.0,2023-06-24,1658,John Abbott
7150,101,Product A,Category 1,4,10.0,2023-08-06,1474,Michael Wallace
2292,102,Product B,Category 1,6,20.0,2023-07-18,1024,Curtis Campbell
1773,101,Product A,Category 1,4,10.0,2023-05-24,1421,Miss Mary Williams
5841,104,Product D,Category 2,3,40.0,2023-12-15,1666,Guy Reed Jr.
4234,104,Product D,Category 2,2,40.0,2023-01-26,1823,Nicole Galloway
6121,102,Product B,Category 1,2,20.0,2023-03-03,1345,Karen West
8965,101,Product A,Category 1,1,10.0,2023-09-09,1063,Dr. Donna Shelton
3246,104,Product D,Category 2,5,40.0,2023-05-29,1743,Roy Ryan
2195,102,Product B,Category 1,3,20.0,2023-03-08,1353,Isabella Park
1698,101,Product A,Category 1,9,10.0,2023-06-23,1971,Mark Mccann
6635,104,Product D,Category 2,15,40.0,2023-09-24,1397,Shannon Molina
6810,104,Product D,Category 2,9,40.0,2023-12-29,1646,Tyler Nunez
1676,102,Product B,Category 1,13,20.0,2023-07-11,1926,Christina Patterson
4419,102,Product B,Category 1,12,20.0,2023-08-17,1242,Lisa Choi
8,102,Product B,Category 1,5,20.0,2023-08-07,1778,Jennifer Rodriguez
3968,102,Product B,Category 1,9,20.0,2023-12-22,1669,Tyrone Allen
9353,102,Product B,Category 1,14,20.0,2023-11-04,1873,April Jacobs
6177,102,Product B,Category 1,5,20.0,2023-07-21,1247,Cory Allen
6806,102,Product B,Category 1,11,20.0,2023-05-17,1095,Lawrence Oneill
3117,103,Product C,Category 2,3,30.0,2023-10-10,1931,William Carson
4978,103,Product C,Category 2,14,30.0,2023-10-19,1803,Heather Jefferson
2161,103,Product C,Category 2,3,30.0,2023-08-19,1938,Mark Carlson
2207,102,Product B,Category 1,15,20.0,2023-11-08,1857,Jessica Oconnor
5870,101,Product A,Category 1,1,10.0,2023-10-15,1040,Shawn Castillo
1772,102,Product B,Category 1,6,20.0,2023-06-14,1217,Jessica Harper
3493,101,Product A,Category 1,11,10.0,2023-06-18,1522,Jack Medina
7895,104,Product D,Category 2,3,40.0,2023-12-08,1357,Calvin Brock
6289,102,Product B,Category 1,6,20.0,2023-12-30,1167,Joseph Mccarty
7977,101,Product A,Category 1,6,10.0,2023-02-23,1441,Kimberly Harris
8262,101,Product A,Category 1,6,10.0,2023-11-13,1997,Kimberly Banks
6306,102,Product B,Category 1,15,20.0,2023-10-16,1668,Brian Bridges
9339,104,Product D,Category 2,1,40.0,2023-11-11,1655,Heather Anderson
9827,102,Product B,Category 1,4,20.0,2023-08-05,1204,Keith Knight
7714,104,Product D,Category 2,7,40.0,2023-05-23,1931,William Carson
258,102,Product B,Category 1,9,20.0,2023-04-14,1592,Taylor Dawson
5674,101,Product A,Category 1,2,10.0,2023-01-28,1338,Anthony Patton
9735,104,Product D,Category 2,15,40.0,2023-09-03,1840,Ian Perkins
3988,103,Product C,Category 2,14,30.0,2023-07-28,1116,Mathew Morris
1791,101,Product A,Category 1,14,10.0,2023-05-09,1912,Joann Brown
568,101,Product A,Category 1,12,10.0,2023-07-07,1594,Amanda Bowers
9655,102,Product B,Category 1,15,20.0,2023-06-16,1506,Summer Stevens
6171,104,Product D,Category 2,14,40.0,2023-01-17,1249,Angela Perez
2373,104,Product D,Category 2,3,40.0,2023-01-05,1641,Tanya Daugherty
8609,103,Product C,Category 2,8,30.0,2023-10-14,1331,Katherine Oliver
7438,103,Product C,Category 2,9,30.0,2023-06-02,1499,Justin Alvarado
5148,102,Product B,Category 1,9,20.0,2023-11-07,1062,Matthew Donovan
2551,101,Product A,Category 1,6,10.0,2023-02-08,1987,Stephanie Patterson
1560,102,Product B,Category 1,9,20.0,2023-02-23,2001,Phillip Ballard
2769,104,Product D,Category 2,12,40.0,2023-01-18,1735,Antonio Petersen
7240,102,Product B,Category 1,14,20.0,2023-11-13,1745,Christy Bradford
3401,102,Product B,Category 1,13,20.0,2023-04-06,1271,Thomas Wu
7295,101,Product A,Category 1,5,10.0,2023-05-21,1268,Katelyn Abbott
6944,104,Product D,Category 2,12,40.0,2023-04-23,1486,Jonathan Rodriguez
4441,102,Product B,Category 1,12,20.0,2023-05-17,1018,Jill Schwartz
3063,101,Product A,Category 1,4,10.0,2023-10-14,1259,Daniel Mcmillan
3705,101,Product A,Category 1,2,10.0,2023-01-27,1519,Tiffany Johnson
2159,102,Product B,Category 1,10,20.0,2023-09-12,1569,Timothy Perkins
7855,103,Product C,Category 2,14,30.0,2023-04-23,1768,Thomas Cole
3677,103,Product C,Category 2,13,30.0,2023-07-17,1410,Jessica Harvey
